Date,Year,TripID,Month,SiteID,TP,pH,EC,DOMgL,DOPctSat,rain24,rainsum72
10/10/2019,2019,10/10/2019-1-CWMN,October,NER125,0.035348,6.95,243,4.9,45,0.2,0.3
10/10/2019,2019,10/10/2019-1-CWMN,October,MPB088,0.026312,7.06,31,8.22,77.2,0.2,0.3
10/10/2019,2019,10/10/2019-1-CWMN,October,BEB025,0.049304,7.01,364,8.81,82.4,0.2,0.3
10/10/2019,2019,10/10/2019-1-CWMN,October,MPB037,0.02306,7.24,10,8.14,77.5,0.2,0.3
10/10/2019,2019,10/10/2019-1-CWMN,October,WIP002,0.036212,7.15,134,,,0.2,0.3
10/10/2019,2019,10/10/2019-1-CWMN,October,POB040,0.066032,6.65,309,7.3,67,0.2,0.3
5/14/2020,2020,5/14/2020-1-CWMN,May,BMB026,0.0268,6.83,41,,87.5,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,HAB010,0.0381,7.03,121,10.2,93.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MEB001,0.0996,6.8,546,10.33,93.9,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PUB022,0.0398,7.04,41,10.73,96.6,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,HAB006,0.0361,6.97,74,,,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,HAB002,0.037,7.01,10,10.13,96.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,GEB020,0.0322,6.94,20,10.51,89.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER080,0.036,6.78,41,9.96,93.7,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER075,0.0352,6.95,20,9.53,90,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MLB024,0.0872,6.99,97,9.86,86.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PQB040,0.0325,6.77,10,,88.9,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,THB033,0.0375,6.77,20,10.98,93.4,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MOB001,0.0344,6.93,86,9.34,87.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,BEB025,0.0391,7.1,41,,84,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MPB037,0.0224,7.2,31,,76.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,POB040,0.0376,6.94,20,7.6,65,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER125,0.0336,6.71,122,7.5,69,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PQB036,0.0188,6.92,41,4.8,43,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PEB008,0.0525,6.89,52,10.2,89,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,SMB001,0.0287,7.09,10,6.98,64.5,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER040,0.0424,6.82,10,6.62,57.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,WIP002,0.0348,7.1,10,,,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER002,0.126,7.03,20,6.62,63.4,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,SHB021,0.0302,6.86,20,,93.9,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MMB106,0.021,7.14,10,9.02,85.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,WIP003,0.0368,7.04,10,,,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,SPB016,0.0547,6.89,52,10.25,97.5,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MIB030,0.0364,7.04,350,7.2,63,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PTB035,0.0402,7.08,52,9.87,88.5,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER185,0.0402,6.88,206,8.89,82.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER200,0.0416,7.03,10,,,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,UNB014,0.064,6.88,41,9.74,84.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PTB028,0.0381,7.03,41,10.08,91.2,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER150,0.0583,6.93,31,10.2,89,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MOB032,0.0392,7.05,110,9.6,90.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,UNB016,0.0824,6.78,30,10.28,91.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,PTB047,0.131,7.01,471,9.26,83.3,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,NER179,0.0409,6.9,63,9.36,87.8,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,UNB002,0.127,6.7,74,7.76,65.6,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,EAB010,0.0293,7.04,52,11.08,102,0,0.17
5/14/2020,2020,5/14/2020-1-CWMN,May,MPB088,0.0304,7.08,20,,94.5,0,0.17
6/11/2020,2020,6/11/2020-1-CWMN,June,MLB024,0.0834,7.71,135,7.9,82,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER080,0.063,7.65,285,7.29,83.2,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,HAB010,0.0586,7.72,571,7.6,84.9,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,HAB002,0.0477,7.7,84,6.95,79,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MEB001,0.237,7.61,4880,6.87,68.9,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER075,0.0746,7.86,110,7.22,83.6,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,UNB016,0.0853,7,959,9.92,97,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MOB032,0.0789,7.11,467,7.14,82,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER179,0.0743,6.95,74,7.25,81.9,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER200,0.0711,7.04,120,8.21,92.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,UNB014,0.0707,7.07,1350,9.92,97,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,UNB002,0.335,6.73,4350,4.01,41.2,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER185,0.0729,7.06,313,6.5,73.3,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PTB028,0.062,7.16,63,7.62,84,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PTB047,0.064,7.18,529,7.44,78.3,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER150,0.069,6.99,146,8.2,86,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PTB035,0.0678,7.1,1660,6.35,68.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,THB033,0.0686,7,269,9.28,93,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,BMB026,0.0556,7.07,148,6.77,75.3,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MOB001,0.0757,7.16,185,6.98,80.2,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MPB088,0.0423,6.68,318,7.28,79,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER125,0.066,7.03,313,4.3,49,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,BEB025,0.059,7.14,85,6.9,74.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PQB040,0.088,7.17,546,4.86,50.9,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PEB008,0.0875,7.12,20,7.4,80,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,POB040,0.0878,7.13,173,5.2,56,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PQB036,0.0931,6.71,594,1.4,15,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,EAB010,0.0533,7.64,201,8.13,92.3,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,GEB020,0.0665,7.82,432,8.4,85.9,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,PUB022,0.199,7.81,62,8.64,93.1,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MPB037,0.036,7.27,10,8.35,95.2,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,SMB001,0.0521,7.14,31,5.9,65.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER040,0.15,7.45,393,4.42,48.3,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MIB030,0.111,7.17,609,4.85,50.7,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,WIP002,0.0422,7.89,173,,,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,SHB021,0.0535,7.67,173,8.14,90.6,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,SPB016,0.47,7.69,2480,4.99,58.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,WIP003,0.0308,7.73,52,,,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,MMB106,0.0741,7.79,10,5.49,63.7,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,NER002,0.426,7.44,52,1.16,65.5,0,0
6/11/2020,2020,6/11/2020-1-CWMN,June,HAB006,,,,,,0,0
7/9/2020,2020,7/9/2020-1-CWMN,July,NER075,0.118,,85,6.4,76.5,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER080,0.0964,,265,6.98,83.6,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MEB001,0.202,,2850,8.24,89.8,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,HAB002,0.0558,,52,6.92,82.2,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MLB024,0.0991,,108,7.61,82.3,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,HAB010,0.0727,6.58,959,7.18,84.1,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,GEB020,0.0945,,246,8.24,88.1,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,HAB006,0.341,,1210,,,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PUB022,0.119,6.51,318,8.18,93.5,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PQB040,0.0888,7.11,231,6.49,77.7,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,UNB016,0.104,,432,9.01,91,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,UNB002,0.338,,691,4.09,44.7,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PTB047,0.102,6.45,345,7.05,79.3,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PTB035,0.102,6.51,504,4.6,52.4,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PTB028,0.0979,7.05,41,4.6,52.4,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER185,0.118,7.08,148,6.43,75.8,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MOB032,0.125,,175,6.99,84.4,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER150,0.117,6.33,201,7.2,76,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER200,0.118,6.44,96,8.05,94.8,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,UNB014,0.0794,7.24,448,8.77,87.7,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MOB001,0.106,6.13,97,6.04,73,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,THB033,0.077,6.97,301,8.63,91.2,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MPB088,0.0686,7.32,110,6.98,80,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER125,0.143,7.07,201,4.16,49.2,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,BMB026,0.0718,7.03,110,5.79,67.1,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER179,0.114,6.45,98,6.84,81.1,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,BEB025,0.1,,134,5.78,65.3,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MPB037,0.0478,7.41,20,6.7,79.5,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,POB040,0.134,7.17,187,6.07,69.2,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PQB036,0.108,6.53,262,1.09,12.6,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,EAB010,0.0794,,122,7.48,90.1,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,PEB008,0.103,7.27,63,6.49,75,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,SMB001,0.0707,,171,6.08,70.6,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER040,0.185,,218,3.65,41.5,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,NER002,0.365,,63,1.39,65.5,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MMB106,0.14,,20,5.9,49,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,WIP002,0.0443,,10,,,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,SHB021,0.0629,,20,6.98,81,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,SPB016,0.15,,97,6.76,82.6,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,WIP003,0.042,,10,,,0,0.01
7/9/2020,2020,7/9/2020-1-CWMN,July,MIB030,,,,5.76,63.5,0,0.01
8/13/2020,2020,8/13/2020-1-CWMN,August,NER200,0.0383,7.46,109,4.63,54.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER040,0.11,7.15,435,4.91,58.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,SMB001,0.0773,6.53,197,1.21,14.7,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,SPB016,0.126,7.27,193,5,62.3,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER002,0.0369,7.38,10,3.02,38.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MMB106,0.143,7.28,10,4.42,56.7,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,WIP003,0.142,7.56,41,,,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MIB030,0.197,6.58,84,3.33,38.6,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,SHB021,0.0567,7.41,97,5.97,72.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER075,0.0284,7.72,63,5.75,73.8,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER080,0.0335,7.32,388,29.9,36.3,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,GEB020,0.0556,7.28,1500,5.74,66.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MEB001,0.374,7.02,24200,1.93,21.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,HAB002,0.0397,7.22,52,4.89,61.2,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MLB024,0.122,7.25,83,7.06,80.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PUB022,0.0945,7.01,19900,6.31,70.7,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,UNB002,,,,,,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PTB047,0.0665,7.1,712,7.18,81.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PTB035,0.125,7.06,504,4.98,55.7,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PTB028,0.136,6.75,171,2.95,34.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER185,0.0377,7.07,377,,,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,UNB014,0.0629,6.93,601,8.57,89.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER150,0.0706,6.93,410,4.14,47.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER179,0.0789,7.17,374,5.9,72,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,THB033,0.0708,7.27,288,7.58,83.2,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,HAB010,0.0631,7.02,520,4.24,50.6,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MPB088,0.04,6.92,74,5.68,67.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MOB001,0.0504,7.15,108,6.21,79.6,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,NER125,0.06,6.93,96,0.73,9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MOB032,0.0537,7.28,86,5.43,68.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,BMB026,0.2,6.94,175,3.61,42.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,UNB016,0.0648,6.66,727,8.71,91.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PQB040,0.058,6.57,2910,4.92,57.5,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PEB008,0.0816,6.61,309,6.5,67.1,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,MPB037,0.0284,7.32,31,6.33,79.4,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,BEB025,0.0981,7.08,272,6.45,74.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,POB040,0.148,7.21,246,4.54,51.8,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,EAB010,0.0369,7.37,189,5.48,69.9,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,PQB036,,,,,,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,WIP002,,,,,,0,0
8/13/2020,2020,8/13/2020-1-CWMN,August,HAB006,,,,,,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER125,0.0508,6.88,74,3.58,40.7,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,SMB001,0.0572,6.49,31,1.69,19.2,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER040,0.0668,7.35,313,4.66,52.4,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,WIP002,,7.71,10,,,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER002,0.304,7.49,10,0.44,5.1,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,SPB016,0.0573,7.38,282,5.21,61.8,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,WIP003,,7.67,10,,,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MMB106,,7.31,10,4,47.7,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MIB030,0.106,6.52,31,4.2,45.6,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER179,0.0393,7.2,3650,7.13,80.8,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER150,0.0496,7.01,135,5.85,65.9,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PTB047,0.0572,7.12,480,7.82,84.2,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,UNB016,0.109,8.63,199,8.2,83,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MOB032,0.0318,7.32,31,7.02,82.7,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,UNB014,0.0528,6.94,313,8.2,83,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PTB028,0.066,6.7,382,4.2,47,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER185,0.0418,7.25,3650,6.92,79.1,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PTB035,0.431,6.84,677,5.6,60,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER080,0.0324,6.76,185,6.47,7.32,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MLB024,0.0553,6.9,364,8.09,86.7,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,HAB010,0.0352,6.98,1080,5.66,64.9,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,HAB006,0.0321,7.1,307,,,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MEB001,0.31,7.21,17300,2.6,28.3,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,HAB002,0.0301,7.1,41,5.54,64.4,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER075,0.0384,7.33,10,5.08,60,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PUB022,0.0455,6.83,546,8.88,96.4,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,THB033,0.0591,7.37,749,8.61,91.1,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MOB001,0.0366,7.3,20,7.4,86.4,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,NER200,0.0404,7.58,776,8.1,91,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PEB008,0.061,6.46,780,6.93,70.2,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,SHB021,0.0308,6.97,185,7.12,80.9,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PQB040,0.0374,7.28,512,6.25,69.8,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MPB088,0.0347,7.18,20,6.7,74.5,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,BMB026,0.0633,6.99,148,5.31,59.5,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,BEB025,0.0615,6.92,120,6.49,71.8,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,MPB037,0.019,7.26,110,6.86,80.5,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,UNB002,0.207,7.07,2760,,,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,EAB010,0.0364,7.37,52,7.42,86.2,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,GEB020,0.0477,7.05,677,7.15,78.3,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,POB040,0.0722,6.84,160,5.85,64,0,0
9/10/2020,2020,9/10/2020-1-CWMN,September,PQB036,0.188,6.46,345,1.13,12.6,0,0
10/8/2020,2020,10/8/2020-1-CWMN,October,NER040,0.0723,7.43,278,5.88,55.7,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,SMB001,0.047,6.83,20,1.9,19,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,WIP003,0.0413,8.01,10,,,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MMB106,0.0554,7.96,10,5.27,53.5,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,WIP002,0.0513,8.08,10,,,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,SPB016,0.182,7.85,20,6.27,63,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER002,0.336,7.81,41,3.84,38.1,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MIB030,0.0847,7.7,74,3.86,37.9,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,SHB021,0.0499,7.68,146,8.15,79.4,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,HAB006,0.0195,6.27,541,,,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MLB024,0.0306,7.94,156,9.09,86.2,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,PUB022,0.0512,7.68,2220,9.04,83.1,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,HAB002,0.347,7.79,305,7.72,77.3,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER080,0.0218,7.72,987,7.95,78.6,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MEB001,0.453,7.62,24200,4.93,51.3,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER075,0.024,7.91,63,7.92,79.1,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,HAB010,0.0187,7.79,121,8.7,84.8,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,GEB020,0.0339,7.81,1140,7.58,72.1,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MPB037,0.037,7.24,31,7.51,73.8,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,BEB025,0.105,6.72,143,7.93,74.5,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MOB001,0.032,7.05,199,8.28,82.3,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER179,0.0452,7.08,301,7.22,70.4,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,UNB014,0.0734,7.08,4880,7.9,77,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,UNB016,0.0911,7.04,1270,7.9,79,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,PTB047,0.0704,7.09,10500,6.95,65.6,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,PTB028,0.0738,6.88,717,4.1,39,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER185,0.0496,7.06,350,10.11,90.5,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MOB032,0.0268,6.82,228,7.39,74.8,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,UNB002,0.251,6.83,24200,4.8,45,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER200,0.0481,6.89,933,8.9,86,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,PQB040,0.0602,7.07,1720,6.11,57.5,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,THB033,0.0697,6.92,464,9.15,86.4,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,NER125,0.0538,6.78,63,4.99,48.8,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,MPB088,0.0414,7.01,108,8.04,75.7,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,PTB035,0.247,6.93,933,5.5,52,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,BMB026,0.0636,6.33,160,8.05,77.2,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,POB040,0.0729,7,573,7.45,69.4,0.11,0.11
10/8/2020,2020,10/8/2020-1-CWMN,October,EAB010,0.0431,6.97,63,9.46,93.9,0.11,0.11
